price,address,link
"$2,795","3426 Sacramento Street, 3426 Sacramento St #2, San Francisco, CA 94118",https://www.zillow.com/b/3426-sacramento-street-san-francisco-ca-9NLCQg/
"$2,700","1770 Pine St, San Francisco, CA 94109",https://www.zillow.com/homedetails/1770-Pine-St-San-Francisco-CA-94109/446227571_zpid/
"$2,850","559-561 24th Ave #710R, San Francisco, CA 94121",https://www.zillow.com/homedetails/559-561-24th-Ave-710R-San-Francisco-CA-94121/351863693_zpid/
"$2,450","595 22nd Ave APT 7, San Francisco, CA 94121",https://www.zillow.com/homedetails/595-22nd-Ave-APT-7-San-Francisco-CA-94121/2127626171_zpid/
"$2,595","1650 California St, San Francisco, CA 94109",https://www.zillow.com/homedetails/1650-California-St-San-Francisco-CA-94109/2078773480_zpid/
"$2,990","353 Monticello St, San Francisco, CA 94132",https://www.zillow.com/homedetails/353-Monticello-St-San-Francisco-CA-94132/15189889_zpid/
"$3,000","75 Heather Ave APT 12, San Francisco, CA 94118",https://www.zillow.com/homedetails/75-Heather-Ave-APT-12-San-Francisco-CA-94118/2057894643_zpid/
"$2,500","2750 McAllister St #206, San Francisco, CA 94118",https://www.zillow.com/homedetails/2750-McAllister-St-206-San-Francisco-CA-94118/2078705644_zpid/
"$2,365","786 Geary, 786 Geary St #204, San Francisco, CA 94109",https://www.zillow.com/b/786-geary-san-francisco-ca-CjVj82/
"$2,400","20 Leo St #3, San Francisco, CA 94112",https://www.zillow.com/homedetails/20-Leo-St-3-San-Francisco-CA-94112/2055994103_zpid/
"$2,300","646 Natoma St #C, San Francisco, CA 94103",https://www.zillow.com/homedetails/646-Natoma-St-C-San-Francisco-CA-94103/350276653_zpid/
"$2,650","710 Central Ave #B, San Francisco, CA 94117",https://www.zillow.com/homedetails/710-Central-Ave-B-San-Francisco-CA-94117/2065538560_zpid/
"$3,000","1740 Oakdale Ave, San Francisco, CA 94124",https://www.zillow.com/homedetails/1740-Oakdale-Ave-San-Francisco-CA-94124/2101026695_zpid/
"$2,995","2301 Larkin St APT 403, San Francisco, CA 94109",https://www.zillow.com/homedetails/2301-Larkin-St-APT-403-San-Francisco-CA-94109/446244238_zpid/
"$2,850","2861 Webster St #2101-2107, San Francisco, CA 94123",https://www.zillow.com/homedetails/2861-Webster-St-2101-2107-San-Francisco-CA-94123/350567619_zpid/
"$2,500","1225 Clay St #2, San Francisco, CA 94108",https://www.zillow.com/homedetails/1225-Clay-St-2-San-Francisco-CA-94108/444790001_zpid/
"$2,450","156 Missouri St, San Francisco, CA 94107",https://www.zillow.com/homedetails/156-Missouri-St-San-Francisco-CA-94107/2080526088_zpid/
"$2,395","805 Lyon St, San Francisco, CA 94115",https://www.zillow.com/homedetails/805-Lyon-St-San-Francisco-CA-94115/332852672_zpid/
"$2,850","3627 - 3633A 17th Street, 3627-3633A 17th St #3631A, San Francisco, CA 94114",https://www.zillow.com/b/3627-3633a-17th-street-san-francisco-ca-BrxYYP/
"$2,400","3407 26th St #3, San Francisco, CA 94110",https://www.zillow.com/homedetails/3407-26th-St-3-San-Francisco-CA-94110/2077453968_zpid/
"$2,750","2642 Van Ness Ave #107, San Francisco, CA 94109",https://www.zillow.com/homedetails/2642-Van-Ness-Ave-107-San-Francisco-CA-94109/2071179107_zpid/
"$2,450","595 Dolores St #D, San Francisco, CA 94110",https://www.zillow.com/homedetails/595-Dolores-St-D-San-Francisco-CA-94110/446243274_zpid/
"$2,650","571 Elizabeth St #B, San Francisco, CA 94114",https://www.zillow.com/homedetails/571-Elizabeth-St-B-San-Francisco-CA-94114/2095568775_zpid/
"$1,192","472 3rd St #5, San Francisco, CA 94107",https://www.zillow.com/homedetails/472-3rd-St-5-San-Francisco-CA-94107/446234815_zpid/
"$2,900","50 Russ St #50, San Francisco, CA 94103",https://www.zillow.com/homedetails/50-Russ-St-50-San-Francisco-CA-94103/2057692982_zpid/
"$2,600","2365 24th Ave #A, San Francisco, CA 94116",https://www.zillow.com/homedetails/2365-24th-Ave-A-San-Francisco-CA-94116/2065886145_zpid/
"$2,845","1357 Clay St #519RC, San Francisco, CA 94109",https://www.zillow.com/homedetails/1357-Clay-St-519RC-San-Francisco-CA-94109/2053728236_zpid/
"$2,795","522 Laguna St, San Francisco, CA 94102",https://www.zillow.com/homedetails/522-Laguna-St-San-Francisco-CA-94102/446245806_zpid/
"$2,645","435 Euclid Ave #386R, San Francisco, CA 94118",https://www.zillow.com/homedetails/435-Euclid-Ave-386R-San-Francisco-CA-94118/2055469336_zpid/
"$2,995","337 10th Ave, San Francisco, CA",https://www.zillow.com/b/337-10th-avenue-san-francisco-ca-9NLCLX/
"$2,695","1044 Pine St APT 9, San Francisco, CA 94109",https://www.zillow.com/homedetails/1044-Pine-St-APT-9-San-Francisco-CA-94109/2123815011_zpid/
"$2,800","940 Union St APT 1, San Francisco, CA 94133",https://www.zillow.com/homedetails/940-Union-St-APT-1-San-Francisco-CA-94133/441818717_zpid/
"$2,600","342 8th Ave APT 2, San Francisco, CA 94118",https://www.zillow.com/homedetails/342-8th-Ave-APT-2-San-Francisco-CA-94118/2121744994_zpid/
"$2,500","990 De Haro St #996A, San Francisco, CA 94107",https://www.zillow.com/homedetails/990-De-Haro-St-996A-San-Francisco-CA-94107/2054358262_zpid/
"$2,750","1379 Vallejo St, San Francisco, CA",https://www.zillow.com/b/1379-vallejo-st-san-francisco-ca-9NKDZF/
